timestamp_picco,temperatura_max,id_attivita,start_time_attivita,end_time_attivita,durata_attivita_minuti,fascia_oraria,subject_id
2024-01-22 17:54:49,36.85869475160957,68,2024-01-22 17:54:49,2024-01-22 18:21:49,27,cena,1
2024-01-22 17:49:40,25.776549054583793,69,2024-01-22 17:49:40,2024-01-22 18:43:40,54,cena,1
2024-01-23 10:14:23,38.54994809744779,70,2024-01-23 10:14:23,2024-01-23 10:45:23,31,mattina,1
2024-01-23 19:32:11,25.483896197919833,71,2024-01-23 19:32:11,2024-01-23 19:54:11,22,cena,1
2024-01-23 11:05:44,25.968226778548605,72,2024-01-23 11:05:44,2024-01-23 11:10:44,5,pranzo,1
2024-01-23 10:51:42,32.342123236824676,73,2024-01-23 10:51:42,2024-01-23 11:11:42,20,mattina,1
2024-01-24 06:46:23,31.370091137821785,74,2024-01-24 06:46:23,2024-01-24 06:51:23,5,mattina,1
2024-01-25 07:39:01,28.21795980647948,75,2024-01-25 07:39:01,2024-01-25 08:37:01,58,mattina,1
2024-01-25 19:29:14,27.90972256592039,76,2024-01-25 19:29:14,2024-01-25 19:38:14,9,cena,1
2024-01-25 13:17:36,38.51281024003927,77,2024-01-25 13:17:36,2024-01-25 13:22:36,5,pranzo,1
2024-01-25 20:58:18,61.598621736344015,78,2024-01-25 20:58:18,2024-01-25 21:14:18,16,cena,1
2024-01-26 19:44:33,29.449497697875863,79,2024-01-26 19:44:33,2024-01-26 21:08:33,84,cena,1
2024-01-26 19:46:17,36.48281227430442,80,2024-01-26 19:46:17,2024-01-26 19:54:17,8,cena,1
2024-01-26 19:10:57,27.801615917092178,81,2024-01-26 19:10:57,2024-01-26 21:17:57,127,cena,1
2024-01-27 13:47:41,31.916551882915307,82,2024-01-27 13:47:41,2024-01-27 14:03:41,16,pranzo,1
2024-01-27 17:47:06,29.663535892154563,83,2024-01-27 17:47:06,2024-01-27 18:00:06,13,cena,1
2024-01-27 18:33:54,26.91631861770402,84,2024-01-27 18:33:54,2024-01-27 18:39:54,6,cena,1
2024-01-27 12:39:45,35.769184896721114,85,2024-01-27 12:39:45,2024-01-27 13:18:45,39,pranzo,1
2024-01-27 07:32:48,37.201287744189415,86,2024-01-27 07:32:48,2024-01-27 07:45:48,13,mattina,1
2024-01-27 07:55:01,40.056632600703736,87,2024-01-27 07:55:01,2024-01-27 08:07:01,12,mattina,1
2024-01-28 07:10:41,29.523248111871737,88,2024-01-28 07:10:41,2024-01-28 07:25:41,15,mattina,1
2024-01-28 08:10:35,43.976332095386276,89,2024-01-28 08:10:35,2024-01-28 08:44:35,34,mattina,1
2024-01-28 12:19:20,28.25588287761729,90,2024-01-28 12:19:20,2024-01-28 12:33:20,14,pranzo,1
2024-01-29 19:08:22,47.23305737629178,91,2024-01-29 19:08:22,2024-01-29 19:42:22,34,cena,1
2024-01-29 06:35:09,39.191847310882025,92,2024-01-29 06:35:09,2024-01-29 07:06:09,31,mattina,1
2024-01-30 18:36:31,32.276945600896454,93,2024-01-30 18:36:31,2024-01-30 18:41:31,5,cena,1
2024-01-30 20:31:49,47.87814495527117,94,2024-01-30 20:31:49,2024-01-30 20:48:49,17,cena,1
2024-01-30 06:10:38,43.90772410358659,95,2024-01-30 06:10:38,2024-01-30 06:20:38,10,mattina,1
2024-01-30 08:01:48,25.894961996456633,96,2024-01-30 08:01:48,2024-01-30 08:27:48,26,mattina,1
2024-01-30 18:46:49,54.46410912136275,97,2024-01-30 18:46:49,2024-01-30 18:51:49,5,cena,1
2024-01-31 07:59:33,26.332684097833404,98,2024-01-31 07:59:33,2024-01-31 09:31:33,92,mattina,1
2024-01-31 08:30:43,54.94380938565983,99,2024-01-31 08:30:43,2024-01-31 09:11:43,41,mattina,1
2024-02-01 11:24:04,38.93602462310645,100,2024-02-01 11:24:04,2024-02-01 11:29:04,5,pranzo,1
2024-02-02 07:35:39,28.44369560598501,101,2024-02-02 07:35:39,2024-02-02 08:01:39,26,mattina,1
2024-02-02 10:55:57,56.67156885984576,102,2024-02-02 10:55:57,2024-02-02 11:11:57,16,mattina,1
2024-02-03 06:42:59,28.62831260474526,103,2024-02-03 06:42:59,2024-02-03 06:54:59,12,mattina,1
2024-02-03 11:04:13,30.801138014848146,104,2024-02-03 11:04:13,2024-02-03 11:37:13,33,pranzo,1
2024-02-04 17:24:20,40.62477030922682,105,2024-02-04 17:24:20,2024-02-04 17:30:20,6,cena,1
2024-02-05 06:36:31,111.16735473658434,106,2024-02-05 06:36:31,2024-02-05 06:44:31,8,mattina,1
2024-02-05 20:09:28,37.194065872879136,107,2024-02-05 20:09:28,2024-02-05 20:32:28,23,cena,1
2024-02-05 12:51:55,37.79255395173944,108,2024-02-05 12:51:55,2024-02-05 13:02:55,11,pranzo,1
2024-02-05 19:15:47,50.18433307532587,109,2024-02-05 19:15:47,2024-02-05 19:20:47,5,cena,1
2024-02-06 07:10:46,43.31152986819815,110,2024-02-06 07:10:46,2024-02-06 07:24:46,14,mattina,1
2024-02-06 18:59:41,75.27348861373457,111,2024-02-06 18:59:41,2024-02-06 19:08:41,9,cena,1
2024-02-07 12:35:31,47.13529750794666,112,2024-02-07 12:35:31,2024-02-07 12:41:31,6,pranzo,1
2024-02-07 05:39:23,28.113675754441655,113,2024-02-07 05:39:23,2024-02-07 06:27:23,48,mattina,1
2024-02-07 10:44:01,34.8047311752175,114,2024-02-07 10:44:01,2024-02-07 10:50:01,6,mattina,1
2024-02-08 07:09:57,34.89676759436914,115,2024-02-08 07:09:57,2024-02-08 07:14:57,5,mattina,1
2024-02-08 11:10:29,50.55618584717796,116,2024-02-08 11:10:29,2024-02-08 11:15:29,5,pranzo,1
2024-02-08 05:27:58,34.24558960158282,117,2024-02-08 05:27:58,2024-02-08 06:35:58,68,mattina,1
2024-02-09 13:40:49,76.34718644631974,118,2024-02-09 13:40:49,2024-02-09 14:03:49,23,pranzo,1
2024-02-09 11:37:53,41.926433479417184,119,2024-02-09 11:37:53,2024-02-09 11:42:53,5,pranzo,1
2024-02-09 11:12:53,25.122993333505132,120,2024-02-09 11:12:53,2024-02-09 11:27:53,15,pranzo,1
2024-02-09 07:16:50,25.58548145572117,121,2024-02-09 07:16:50,2024-02-09 07:25:50,9,mattina,1
2024-02-10 11:17:53,28.600263192230283,122,2024-02-10 11:17:53,2024-02-10 11:36:53,19,pranzo,1
2024-02-11 05:11:24,30.939665329545466,123,2024-02-11 05:11:24,2024-02-11 06:35:24,84,mattina,1
2024-02-12 06:07:53,41.51800475471104,124,2024-02-12 06:07:53,2024-02-12 06:16:53,9,mattina,1
2024-02-12 20:09:58,29.17448103788351,125,2024-02-12 20:09:58,2024-02-12 20:14:58,5,cena,1
2024-02-12 18:04:27,60.49265715753894,126,2024-02-12 18:04:27,2024-02-12 18:09:27,5,cena,1
2024-02-12 14:50:50,28.247297169761353,127,2024-02-12 14:50:50,2024-02-12 15:09:50,19,pranzo,1
2024-02-12 07:28:29,43.882352158605656,128,2024-02-12 07:28:29,2024-02-12 07:40:29,12,mattina,1
2024-02-14 07:09:12,45.501997301072166,129,2024-02-14 07:09:12,2024-02-14 07:14:12,5,mattina,1
2024-02-14 07:41:13,28.805947439025765,130,2024-02-14 07:41:13,2024-02-14 08:07:13,26,mattina,1
2024-02-15 11:29:26,41.12818793300585,131,2024-02-15 11:29:26,2024-02-15 12:14:26,45,pranzo,1
2024-02-15 06:23:31,30.42348244689655,132,2024-02-15 06:23:31,2024-02-15 06:39:31,16,mattina,1
2024-02-15 10:14:03,45.070140957515406,133,2024-02-15 10:14:03,2024-02-15 10:35:03,21,mattina,1
2024-02-16 17:04:41,25.343639874243053,134,2024-02-16 17:04:41,2024-02-16 17:14:41,10,cena,1
2024-02-16 05:54:43,29.62159517950034,135,2024-02-16 05:54:43,2024-02-16 05:59:43,5,mattina,1
2024-02-17 13:33:08,36.07153431405517,136,2024-02-17 13:33:08,2024-02-17 13:43:08,10,pranzo,1
2024-02-17 07:02:42,26.340126567004162,137,2024-02-17 07:02:42,2024-02-17 07:31:42,29,mattina,1
2024-02-17 06:46:22,45.089334735120794,138,2024-02-17 06:46:22,2024-02-17 07:08:22,22,mattina,1
2024-02-18 06:06:08,43.221170369921495,139,2024-02-18 06:06:08,2024-02-18 06:35:08,29,mattina,1
2024-02-18 11:36:12,67.13380553880866,140,2024-02-18 11:36:12,2024-02-18 11:47:12,11,pranzo,1
2024-02-18 05:07:30,28.188294985403964,141,2024-02-18 05:07:30,2024-02-18 06:24:30,77,mattina,1
2024-02-18 12:46:50,36.808604575483585,142,2024-02-18 12:46:50,2024-02-18 13:32:50,46,pranzo,1
2024-02-19 10:48:47,25.39507294964453,143,2024-02-19 10:48:47,2024-02-19 11:08:47,20,mattina,1
2024-02-19 11:16:45,47.695481749103664,144,2024-02-19 11:16:45,2024-02-19 11:21:45,5,pranzo,1
2024-02-19 12:08:09,74.79587453966305,145,2024-02-19 12:08:09,2024-02-19 12:55:09,47,pranzo,1
2024-02-19 20:12:24,41.49301030257936,146,2024-02-19 20:12:24,2024-02-19 20:17:24,5,cena,1
2024-02-19 12:24:23,30.898795006197822,147,2024-02-19 12:24:23,2024-02-19 12:42:23,18,pranzo,1
2024-02-19 07:17:39,46.00856538987109,148,2024-02-19 07:17:39,2024-02-19 07:36:39,19,mattina,1
2024-02-20 05:19:52,34.80791984170554,149,2024-02-20 05:19:52,2024-02-20 05:30:52,11,mattina,1
2024-02-20 06:21:32,25.646408203012516,150,2024-02-20 06:21:32,2024-02-20 06:41:32,20,mattina,1
2024-02-20 06:58:12,25.3842805261225,151,2024-02-20 06:58:12,2024-02-20 07:24:12,26,mattina,1
2024-02-20 12:21:07,38.78262635669623,152,2024-02-20 12:21:07,2024-02-20 12:26:07,5,pranzo,1
2024-02-21 06:06:59,33.09293259553481,153,2024-02-21 06:06:59,2024-02-21 07:23:59,77,mattina,1
2024-02-21 18:17:25,39.45760142174635,154,2024-02-21 18:17:25,2024-02-21 18:22:25,5,cena,1
2024-02-21 07:16:41,47.58422301760208,155,2024-02-21 07:16:41,2024-02-21 07:58:41,42,mattina,1
2024-02-22 19:21:33,68.96942610882749,156,2024-02-22 19:21:33,2024-02-22 19:26:33,5,cena,1
2024-02-22 11:16:20,43.14466760056088,157,2024-02-22 11:16:20,2024-02-22 11:39:20,23,pranzo,1
2024-02-22 13:02:48,30.065839123907608,158,2024-02-22 13:02:48,2024-02-22 13:07:48,5,pranzo,1
2024-02-22 12:04:38,37.44754530374393,159,2024-02-22 12:04:38,2024-02-22 12:47:38,43,pranzo,1
2024-02-23 05:01:15,36.35469655416345,160,2024-02-23 05:01:15,2024-02-23 05:06:15,5,mattina,1
2024-02-23 11:24:23,28.959509991304305,161,2024-02-23 11:24:23,2024-02-23 11:46:23,22,pranzo,1
2024-02-24 11:44:25,57.26729294490213,162,2024-02-24 11:44:25,2024-02-24 12:01:25,17,pranzo,1
2024-02-24 11:11:38,33.417085545813435,163,2024-02-24 11:11:38,2024-02-24 11:16:38,5,pranzo,1
2024-02-25 19:06:40,47.51728644817024,164,2024-02-25 19:06:40,2024-02-25 20:11:40,65,cena,1
2024-02-25 07:26:16,35.69074546936511,165,2024-02-25 07:26:16,2024-02-25 08:10:16,44,mattina,1
2024-02-25 06:26:47,32.5968208086717,166,2024-02-25 06:26:47,2024-02-25 06:31:47,5,mattina,1
2024-02-25 11:38:33,29.625281110450903,167,2024-02-25 11:38:33,2024-02-25 11:48:33,10,pranzo,1
2024-02-26 20:17:28,28.188746566354297,168,2024-02-26 20:17:28,2024-02-26 21:25:28,68,cena,1
2024-02-26 08:28:52,25.796708450466543,169,2024-02-26 08:28:52,2024-02-26 09:30:52,62,mattina,1
2024-02-26 18:43:39,30.777825648272128,170,2024-02-26 18:43:39,2024-02-26 18:48:39,5,cena,1
2024-02-26 11:49:55,25.177952156255486,171,2024-02-26 11:49:55,2024-02-26 12:15:55,26,pranzo,1
2024-02-27 19:36:45,75.63200986574883,172,2024-02-27 19:36:45,2024-02-27 19:47:45,11,cena,1
2024-02-27 17:24:55,28.59259741384649,173,2024-02-27 17:24:55,2024-02-27 18:21:55,57,cena,1
2024-02-27 06:19:36,55.05361505239016,174,2024-02-27 06:19:36,2024-02-27 06:32:36,13,mattina,1
2024-02-27 17:48:14,25.757554193311524,175,2024-02-27 17:48:14,2024-02-27 17:56:14,8,cena,1
2024-02-28 18:13:19,40.073535296079555,176,2024-02-28 18:13:19,2024-02-28 18:24:19,11,cena,1
2024-03-01 07:33:50,111.98081511731691,177,2024-03-01 07:33:50,2024-03-01 07:43:50,10,mattina,1
2024-03-02 19:56:36,26.151630034539586,178,2024-03-02 19:56:36,2024-03-02 20:22:36,26,cena,1
2024-03-02 13:06:08,26.22379823708752,179,2024-03-02 13:06:08,2024-03-02 13:14:08,8,pranzo,1
2024-03-02 11:23:29,63.60634279411176,180,2024-03-02 11:23:29,2024-03-02 12:01:29,38,pranzo,1
2024-03-02 19:12:39,31.88807129774099,181,2024-03-02 19:12:39,2024-03-02 19:20:39,8,cena,1
2024-03-02 12:13:18,41.77914284873865,182,2024-03-02 12:13:18,2024-03-02 12:26:18,13,pranzo,1
2024-03-03 10:52:31,26.782634223458953,183,2024-03-03 10:52:31,2024-03-03 11:02:31,10,mattina,1
2024-03-04 19:43:48,62.63911021033693,184,2024-03-04 19:43:48,2024-03-04 20:25:48,42,cena,1
2024-03-04 19:15:16,47.471522434336336,185,2024-03-04 19:15:16,2024-03-04 19:37:16,22,cena,1
2024-03-05 07:36:37,46.39121740069246,186,2024-03-05 07:36:37,2024-03-05 08:18:37,42,mattina,1
2024-03-05 13:04:14,30.454366232267667,187,2024-03-05 13:04:14,2024-03-05 13:10:14,6,pranzo,1
2024-03-05 17:06:38,44.53305440996907,188,2024-03-05 17:06:38,2024-03-05 17:11:38,5,cena,1
2024-03-05 18:33:11,59.82303542618978,189,2024-03-05 18:33:11,2024-03-05 18:38:11,5,cena,1
2024-03-05 05:56:08,40.31203503884067,190,2024-03-05 05:56:08,2024-03-05 06:37:08,41,mattina,1
2024-03-06 18:01:15,53.49965307514984,191,2024-03-06 18:01:15,2024-03-06 18:31:15,30,cena,1
2024-03-06 06:17:43,35.67902137016495,192,2024-03-06 06:17:43,2024-03-06 06:41:43,24,mattina,1
2024-03-06 07:26:46,51.52875156241876,193,2024-03-06 07:26:46,2024-03-06 08:00:46,34,mattina,1
2024-03-07 06:13:23,30.898994376300923,194,2024-03-07 06:13:23,2024-03-07 06:34:23,21,mattina,1
2024-03-07 19:32:23,51.46705333240713,195,2024-03-07 19:32:23,2024-03-07 20:28:23,56,cena,1
2024-03-07 18:09:00,27.867304599123194,196,2024-03-07 18:09:00,2024-03-07 18:22:00,13,cena,1
2024-03-07 11:25:46,124.97141813438486,197,2024-03-07 11:25:46,2024-03-07 11:41:46,16,pranzo,1
2024-03-08 17:35:32,38.194853764882154,198,2024-03-08 17:35:32,2024-03-08 17:40:32,5,cena,1
2024-03-08 17:29:45,29.342281532317955,199,2024-03-08 17:29:45,2024-03-08 17:34:45,5,cena,1
2024-03-08 06:11:58,64.2960155157287,200,2024-03-08 06:11:58,2024-03-08 06:24:58,13,mattina,1
2024-03-08 06:12:37,29.324273028063118,201,2024-03-08 06:12:37,2024-03-08 06:17:37,5,mattina,1
2024-03-08 20:46:39,36.9400648435995,202,2024-03-08 20:46:39,2024-03-08 21:32:39,46,cena,1
2024-03-09 06:43:05,29.42968068828234,203,2024-03-09 06:43:05,2024-03-09 06:48:05,5,mattina,1
2024-03-09 16:11:08,26.8169350403185,204,2024-03-09 16:11:08,2024-03-09 16:16:08,5,cena,1
2024-03-09 06:07:34,28.637736679487396,205,2024-03-09 06:07:34,2024-03-09 06:25:34,18,mattina,1
2024-03-09 12:23:36,29.081524347636467,206,2024-03-09 12:23:36,2024-03-09 12:30:36,7,pranzo,1
2024-03-11 08:37:11,33.78021692676542,207,2024-03-11 08:37:11,2024-03-11 08:46:11,9,mattina,1
2024-03-12 08:03:03,61.84886812492699,208,2024-03-12 08:03:03,2024-03-12 08:08:03,5,mattina,1
2024-03-12 05:54:45,46.27191816203209,209,2024-03-12 05:54:45,2024-03-12 05:59:45,5,mattina,1
2024-03-13 13:03:58,45.92433674072895,210,2024-03-13 13:03:58,2024-03-13 13:16:58,13,pranzo,1
2024-03-13 07:07:34,38.93684580190206,211,2024-03-13 07:07:34,2024-03-13 07:32:34,25,mattina,1
2024-03-13 11:49:47,56.29918757658207,212,2024-03-13 11:49:47,2024-03-13 12:07:47,18,pranzo,1
2024-03-13 10:54:34,29.65310413823738,213,2024-03-13 10:54:34,2024-03-13 11:19:34,25,mattina,1
2024-03-14 18:55:28,34.35508079760278,214,2024-03-14 18:55:28,2024-03-14 19:55:28,60,cena,1
2024-03-14 12:06:13,40.07087736932584,215,2024-03-14 12:06:13,2024-03-14 12:11:13,5,pranzo,1
2024-03-14 12:13:22,33.69946494100252,216,2024-03-14 12:13:22,2024-03-14 12:32:22,19,pranzo,1
2024-03-14 14:03:35,37.30366105883244,217,2024-03-14 14:03:35,2024-03-14 14:41:35,38,pranzo,1
2024-03-14 19:27:34,38.119892148308026,218,2024-03-14 19:27:34,2024-03-14 19:42:34,15,cena,1
2024-03-15 06:28:45,31.949003773121788,219,2024-03-15 06:28:45,2024-03-15 06:51:45,23,mattina,1
2024-03-15 10:00:13,32.09100470392419,220,2024-03-15 10:00:13,2024-03-15 10:06:13,6,mattina,1
2024-03-15 13:24:01,36.50773325337691,221,2024-03-15 13:24:01,2024-03-15 13:29:01,5,pranzo,1
2024-03-15 19:21:26,29.648282617669143,222,2024-03-15 19:21:26,2024-03-15 19:40:26,19,cena,1
2024-03-16 05:21:21,29.562071319240165,223,2024-03-16 05:21:21,2024-03-16 05:26:21,5,mattina,1
2024-03-16 05:26:18,49.491409853611245,224,2024-03-16 05:26:18,2024-03-16 05:31:18,5,mattina,1
2024-03-16 18:12:31,25.61953227212003,225,2024-03-16 18:12:31,2024-03-16 18:17:31,5,cena,1
2024-03-16 08:38:31,26.85754816157591,226,2024-03-16 08:38:31,2024-03-16 10:22:31,104,mattina,1
2024-03-17 07:26:00,26.99875076106167,227,2024-03-17 07:26:00,2024-03-17 07:31:00,5,mattina,1
2024-03-17 11:02:05,43.827490032534044,228,2024-03-17 11:02:05,2024-03-17 11:07:05,5,pranzo,1
2024-03-17 12:59:55,56.7645969228047,229,2024-03-17 12:59:55,2024-03-17 13:04:55,5,pranzo,1
2024-03-17 19:21:59,29.787746407710888,230,2024-03-17 19:21:59,2024-03-17 20:12:59,51,cena,1
2024-03-18 07:51:26,71.6527478482331,231,2024-03-18 07:51:26,2024-03-18 07:56:26,5,mattina,1
2024-03-19 13:48:20,29.212411385761293,232,2024-03-19 13:48:20,2024-03-19 13:56:20,8,pranzo,1
2024-03-19 19:55:40,44.35989451456744,233,2024-03-19 19:55:40,2024-03-19 20:03:40,8,cena,1
2024-03-20 12:34:40,36.80156923075002,234,2024-03-20 12:34:40,2024-03-20 13:18:40,44,pranzo,1
2024-03-20 13:07:12,25.205634278443586,235,2024-03-20 13:07:12,2024-03-20 13:12:12,5,pranzo,1
2024-03-20 19:53:32,36.27146330696309,236,2024-03-20 19:53:32,2024-03-20 20:50:32,57,cena,1
2024-03-20 19:10:01,50.75940175729322,237,2024-03-20 19:10:01,2024-03-20 19:48:01,38,cena,1
2024-03-20 19:27:50,49.28166360148472,238,2024-03-20 19:27:50,2024-03-20 19:43:50,16,cena,1
2024-03-21 20:05:58,50.97377434341134,239,2024-03-21 20:05:58,2024-03-21 20:10:58,5,cena,1
2024-03-21 19:04:54,26.404242506167382,240,2024-03-21 19:04:54,2024-03-21 19:09:54,5,cena,1
2024-03-21 19:16:40,39.73494165861344,241,2024-03-21 19:16:40,2024-03-21 19:47:40,31,cena,1
2024-03-21 19:35:53,27.026142722508336,242,2024-03-21 19:35:53,2024-03-21 20:40:53,65,cena,1
2024-03-22 13:58:45,28.286970455920432,243,2024-03-22 13:58:45,2024-03-22 14:17:45,19,pranzo,1
