timestamp,sensor_id,sensor_type,room,sensor_status,duration_seconds,subject_id
2024-01-03 21:22:00,S_ingresso_3,PIR,ingresso,active,155,1
2024-01-03 21:55:00,S_soggiorno_1,PIR,soggiorno,active,30,1
2024-01-03 21:48:00,S_soggiorno_3,PIR,soggiorno,active,256,1
2024-01-04 06:29:00,S_bagno_1,PIR,bagno,active,30,1
2024-01-04 07:52:00,S_camera_letto_1,PIR,camera_letto,active,210,1
2024-01-04 08:41:00,S_cucina_2,PIR,cucina,active,178,1
2024-01-04 09:05:00,S_cucina_1,PIR,cucina,active,30,1
2024-01-04 09:15:00,S_bagno_3,PIR,bagno,active,583,1
2024-01-04 10:05:00,S_soggiorno_2,PIR,soggiorno,active,186,1
2024-01-04 11:58:00,S_cucina_3,PIR,cucina,active,368,1
2024-01-04 12:02:00,S_camera_letto_1,PIR,camera_letto,active,286,1
2024-01-04 12:23:00,S_soggiorno_3,PIR,soggiorno,active,399,1
2024-01-04 13:54:00,S_cucina_2,PIR,cucina,active,383,1
2024-01-04 13:17:00,S_camera_letto_3,PIR,camera_letto,active,248,1
2024-01-04 14:29:00,S_ingresso_3,PIR,ingresso,active,260,1
2024-01-04 15:28:00,S_camera_letto_3,PIR,camera_letto,active,154,1
2024-01-04 15:36:00,S_ingresso_2,PIR,ingresso,active,102,1
2024-01-04 15:22:00,S_bagno_1,PIR,bagno,active,200,1
2024-01-04 16:15:00,S_soggiorno_2,PIR,soggiorno,active,80,1
2024-01-04 17:51:00,S_soggiorno_1,PIR,soggiorno,active,564,1
2024-01-04 18:23:00,S_bagno_3,PIR,bagno,active,443,1
2024-01-04 18:33:00,S_ingresso_3,PIR,ingresso,active,692,1
2024-01-04 18:15:00,S_ingresso_1,PIR,ingresso,active,353,1
2024-01-04 18:31:00,S_camera_letto_3,PIR,camera_letto,active,63,1
2024-01-04 18:00:00,S_cucina_3,PIR,cucina,active,81,1
2024-01-04 19:29:00,S_bagno_3,PIR,bagno,active,568,1
2024-01-04 19:42:00,S_soggiorno_2,PIR,soggiorno,active,171,1
2024-01-04 19:36:00,S_cucina_2,PIR,cucina,active,410,1
2024-01-04 19:57:00,S_camera_letto_3,PIR,camera_letto,active,91,1
2024-01-04 19:47:00,S_bagno_2,PIR,bagno,active,391,1
2024-01-04 19:37:00,S_cucina_3,PIR,cucina,active,30,1
2024-01-04 20:30:00,S_soggiorno_2,PIR,soggiorno,active,401,1
2024-01-04 20:49:00,S_soggiorno_2,PIR,soggiorno,active,197,1
2024-01-04 21:39:00,S_ingresso_1,PIR,ingresso,active,183,1
2024-01-04 21:39:00,S_camera_letto_2,PIR,camera_letto,active,198,1
2024-01-04 21:13:00,S_soggiorno_3,PIR,soggiorno,active,374,1
2024-01-04 21:28:00,S_ingresso_2,PIR,ingresso,active,408,1
2024-01-04 22:55:00,S_ingresso_3,PIR,ingresso,active,128,1
2024-01-05 06:30:00,S_camera_letto_3,PIR,camera_letto,active,30,1
2024-01-05 06:21:00,S_ingresso_3,PIR,ingresso,active,144,1
2024-01-05 06:01:00,S_bagno_2,PIR,bagno,active,404,1
2024-01-05 06:59:00,S_cucina_2,PIR,cucina,active,183,1
2024-01-05 07:21:00,S_soggiorno_2,PIR,soggiorno,active,43,1
2024-01-05 08:31:00,S_camera_letto_1,PIR,camera_letto,active,321,1
2024-01-05 09:34:00,S_bagno_1,PIR,bagno,active,1121,1
2024-01-05 09:47:00,S_soggiorno_1,PIR,soggiorno,active,30,1
2024-01-05 10:49:00,S_cucina_1,PIR,cucina,active,205,1
2024-01-05 10:54:00,S_camera_letto_1,PIR,camera_letto,active,527,1
2024-01-05 11:06:00,S_camera_letto_1,PIR,camera_letto,active,452,1
2024-01-05 11:10:00,S_cucina_3,PIR,cucina,active,30,1
2024-01-05 11:33:00,S_cucina_1,PIR,cucina,active,47,1
2024-01-05 12:14:00,S_camera_letto_3,PIR,camera_letto,active,144,1
2024-01-05 13:12:00,S_camera_letto_3,PIR,camera_letto,active,85,1
2024-01-05 16:08:00,S_soggiorno_2,PIR,soggiorno,active,493,1
2024-01-05 16:52:00,S_cucina_1,PIR,cucina,active,106,1
2024-01-05 16:19:00,S_bagno_3,PIR,bagno,active,30,1
2024-01-05 17:54:00,S_soggiorno_1,PIR,soggiorno,active,339,1
2024-01-05 17:14:00,S_cucina_3,PIR,cucina,active,875,1
2024-01-05 17:36:00,S_soggiorno_2,PIR,soggiorno,active,531,1
2024-01-05 17:57:00,S_cucina_1,PIR,cucina,active,416,1
2024-01-05 20:15:00,S_cucina_3,PIR,cucina,active,1200,1
2024-01-05 20:07:00,S_bagno_3,PIR,bagno,active,53,1
2024-01-05 20:58:00,S_ingresso_1,PIR,ingresso,active,750,1
2024-01-05 20:41:00,S_bagno_3,PIR,bagno,active,262,1
2024-01-05 21:38:00,S_cucina_3,PIR,cucina,active,54,1
2024-01-05 21:34:00,S_camera_letto_1,PIR,camera_letto,active,314,1
2024-01-05 21:02:00,S_ingresso_2,PIR,ingresso,active,941,1
2024-01-05 21:38:00,S_cucina_2,PIR,cucina,active,71,1
2024-01-06 07:18:00,S_cucina_1,PIR,cucina,active,84,1
2024-01-06 07:01:00,S_camera_letto_2,PIR,camera_letto,active,127,1
2024-01-06 08:59:00,S_cucina_2,PIR,cucina,active,110,1
2024-01-06 09:08:00,S_soggiorno_1,PIR,soggiorno,active,112,1
2024-01-06 09:18:00,S_camera_letto_2,PIR,camera_letto,active,104,1
2024-01-06 10:18:00,S_cucina_1,PIR,cucina,active,190,1
2024-01-06 10:51:00,S_camera_letto_2,PIR,camera_letto,active,460,1
2024-01-06 11:38:00,S_bagno_1,PIR,bagno,active,71,1
2024-01-06 12:01:00,S_cucina_2,PIR,cucina,active,43,1
2024-01-06 12:10:00,S_bagno_3,PIR,bagno,active,535,1
2024-01-06 13:02:00,S_cucina_3,PIR,cucina,active,306,1
2024-01-06 13:42:00,S_soggiorno_1,PIR,soggiorno,active,197,1
2024-01-06 14:29:00,S_cucina_3,PIR,cucina,active,63,1
2024-01-06 15:41:00,S_cucina_2,PIR,cucina,active,336,1
2024-01-06 15:04:00,S_soggiorno_1,PIR,soggiorno,active,70,1
2024-01-06 15:56:00,S_bagno_2,PIR,bagno,active,53,1
2024-01-06 16:05:00,S_camera_letto_1,PIR,camera_letto,active,281,1
2024-01-06 17:07:00,S_camera_letto_1,PIR,camera_letto,active,276,1
2024-01-06 18:17:00,S_camera_letto_3,PIR,camera_letto,active,239,1
2024-01-06 18:42:00,S_camera_letto_3,PIR,camera_letto,active,65,1
2024-01-06 19:49:00,S_soggiorno_1,PIR,soggiorno,active,253,1
2024-01-06 20:03:00,S_camera_letto_2,PIR,camera_letto,active,154,1
2024-01-06 20:42:00,S_cucina_1,PIR,cucina,active,1576,1
2024-01-06 20:34:00,S_cucina_2,PIR,cucina,active,114,1
2024-01-06 21:56:00,S_camera_letto_2,PIR,camera_letto,active,344,1
2024-01-06 21:30:00,S_soggiorno_1,PIR,soggiorno,active,243,1
2024-01-06 21:53:00,S_ingresso_3,PIR,ingresso,active,887,1
2024-01-06 22:40:00,S_cucina_1,PIR,cucina,active,255,1
2024-01-06 22:03:00,S_cucina_1,PIR,cucina,active,268,1
2024-01-07 06:40:00,S_camera_letto_3,PIR,camera_letto,active,1179,1
2024-01-07 07:24:00,S_cucina_3,PIR,cucina,active,685,1
2024-01-07 07:21:00,S_bagno_1,PIR,bagno,active,147,1
2024-01-07 07:10:00,S_soggiorno_2,PIR,soggiorno,active,31,1
2024-01-07 07:55:00,S_bagno_1,PIR,bagno,active,451,1
2024-01-07 08:57:00,S_soggiorno_1,PIR,soggiorno,active,98,1
2024-01-07 08:55:00,S_cucina_3,PIR,cucina,active,286,1
2024-01-07 09:43:00,S_camera_letto_2,PIR,camera_letto,active,635,1
2024-01-07 09:39:00,S_ingresso_2,PIR,ingresso,active,270,1
2024-01-07 10:52:00,S_cucina_2,PIR,cucina,active,195,1
2024-01-07 10:11:00,S_cucina_1,PIR,cucina,active,477,1
2024-01-07 11:14:00,S_soggiorno_1,PIR,soggiorno,active,70,1
2024-01-07 11:36:00,S_soggiorno_1,PIR,soggiorno,active,667,1
2024-01-07 12:37:00,S_camera_letto_2,PIR,camera_letto,active,142,1
2024-01-07 12:17:00,S_cucina_1,PIR,cucina,active,87,1
2024-01-07 13:20:00,S_ingresso_3,PIR,ingresso,active,98,1
2024-01-07 13:31:00,S_cucina_1,PIR,cucina,active,252,1
2024-01-07 13:17:00,S_camera_letto_3,PIR,camera_letto,active,49,1
2024-01-07 14:16:00,S_bagno_1,PIR,bagno,active,281,1
2024-01-07 15:13:00,S_camera_letto_2,PIR,camera_letto,active,71,1
2024-01-07 16:49:00,S_soggiorno_3,PIR,soggiorno,active,1068,1
2024-01-07 16:49:00,S_ingresso_2,PIR,ingresso,active,984,1
2024-01-07 16:19:00,S_soggiorno_3,PIR,soggiorno,active,179,1
2024-01-07 17:12:00,S_cucina_2,PIR,cucina,active,198,1
2024-01-07 17:30:00,S_cucina_3,PIR,cucina,active,397,1
2024-01-07 19:51:00,S_cucina_3,PIR,cucina,active,188,1
2024-01-07 19:37:00,S_bagno_1,PIR,bagno,active,168,1
2024-01-07 19:51:00,S_ingresso_3,PIR,ingresso,active,33,1
2024-01-07 19:27:00,S_cucina_2,PIR,cucina,active,288,1
2024-01-07 20:07:00,S_soggiorno_2,PIR,soggiorno,active,423,1
2024-01-07 20:03:00,S_bagno_1,PIR,bagno,active,86,1
2024-01-07 21:03:00,S_soggiorno_3,PIR,soggiorno,active,82,1
2024-01-07 22:36:00,S_camera_letto_1,PIR,camera_letto,active,82,1
2024-01-08 06:11:00,S_bagno_1,PIR,bagno,active,97,1
2024-01-08 07:54:00,S_cucina_2,PIR,cucina,active,37,1
2024-01-08 07:10:00,S_cucina_3,PIR,cucina,active,514,1
2024-01-08 08:23:00,S_bagno_2,PIR,bagno,active,306,1
2024-01-08 08:08:00,S_bagno_3,PIR,bagno,active,30,1
2024-01-08 09:36:00,S_cucina_2,PIR,cucina,active,635,1
2024-01-08 09:45:00,S_ingresso_1,PIR,ingresso,active,559,1
2024-01-08 09:33:00,S_soggiorno_3,PIR,soggiorno,active,30,1
2024-01-08 10:07:00,S_cucina_2,PIR,cucina,active,521,1
2024-01-08 10:57:00,S_cucina_3,PIR,cucina,active,30,1
2024-01-08 10:30:00,S_cucina_3,PIR,cucina,active,565,1
2024-01-08 11:22:00,S_cucina_2,PIR,cucina,active,32,1
2024-01-08 11:47:00,S_camera_letto_3,PIR,camera_letto,active,139,1
2024-01-08 11:50:00,S_cucina_2,PIR,cucina,active,337,1
2024-01-08 13:03:00,S_soggiorno_1,PIR,soggiorno,active,30,1
2024-01-08 13:13:00,S_soggiorno_3,PIR,soggiorno,active,161,1
2024-01-08 15:01:00,S_cucina_3,PIR,cucina,active,316,1
2024-01-08 15:47:00,S_soggiorno_3,PIR,soggiorno,active,40,1
2024-01-08 15:15:00,S_cucina_1,PIR,cucina,active,30,1
2024-01-08 15:29:00,S_ingresso_3,PIR,ingresso,active,47,1
2024-01-08 16:20:00,S_camera_letto_2,PIR,camera_letto,active,546,1
2024-01-08 16:26:00,S_soggiorno_2,PIR,soggiorno,active,216,1
2024-01-08 17:03:00,S_ingresso_2,PIR,ingresso,active,292,1
2024-01-08 17:00:00,S_cucina_1,PIR,cucina,active,30,1
2024-01-08 17:24:00,S_cucina_3,PIR,cucina,active,842,1
2024-01-08 17:44:00,S_camera_letto_2,PIR,camera_letto,active,667,1
2024-01-08 18:41:00,S_soggiorno_1,PIR,soggiorno,active,55,1
2024-01-08 18:03:00,S_soggiorno_1,PIR,soggiorno,active,476,1
2024-01-08 18:22:00,S_soggiorno_2,PIR,soggiorno,active,276,1
2024-01-08 18:37:00,S_camera_letto_2,PIR,camera_letto,active,444,1
2024-01-08 18:48:00,S_soggiorno_1,PIR,soggiorno,active,913,1
2024-01-08 19:34:00,S_soggiorno_2,PIR,soggiorno,active,894,1
2024-01-08 20:53:00,S_camera_letto_2,PIR,camera_letto,active,846,1
2024-01-08 22:49:00,S_ingresso_3,PIR,ingresso,active,736,1
2024-01-09 06:11:00,S_cucina_3,PIR,cucina,active,222,1
2024-01-09 06:16:00,S_soggiorno_3,PIR,soggiorno,active,30,1
2024-01-09 07:32:00,S_cucina_1,PIR,cucina,active,203,1
2024-01-09 09:54:00,S_ingresso_2,PIR,ingresso,active,157,1
2024-01-09 10:30:00,S_cucina_3,PIR,cucina,active,150,1
2024-01-09 10:00:00,S_cucina_2,PIR,cucina,active,228,1
2024-01-09 10:54:00,S_camera_letto_2,PIR,camera_letto,active,631,1
2024-01-09 10:39:00,S_cucina_2,PIR,cucina,active,257,1
2024-01-09 11:09:00,S_ingresso_1,PIR,ingresso,active,30,1
2024-01-09 11:18:00,S_cucina_2,PIR,cucina,active,1069,1
2024-01-09 12:45:00,S_soggiorno_2,PIR,soggiorno,active,67,1
2024-01-09 12:36:00,S_camera_letto_1,PIR,camera_letto,active,607,1
2024-01-09 13:51:00,S_soggiorno_1,PIR,soggiorno,active,427,1
2024-01-09 14:49:00,S_bagno_3,PIR,bagno,active,572,1
2024-01-09 14:23:00,S_soggiorno_2,PIR,soggiorno,active,314,1
2024-01-09 15:03:00,S_camera_letto_3,PIR,camera_letto,active,338,1
2024-01-09 15:45:00,S_cucina_3,PIR,cucina,active,416,1
2024-01-09 15:39:00,S_bagno_1,PIR,bagno,active,246,1
2024-01-09 17:49:00,S_soggiorno_1,PIR,soggiorno,active,30,1
2024-01-09 17:44:00,S_cucina_2,PIR,cucina,active,259,1
2024-01-09 18:07:00,S_cucina_2,PIR,cucina,active,879,1
2024-01-09 19:36:00,S_cucina_1,PIR,cucina,active,283,1
2024-01-09 20:22:00,S_cucina_3,PIR,cucina,active,30,1
2024-01-09 20:27:00,S_camera_letto_1,PIR,camera_letto,active,67,1
2024-01-09 22:15:00,S_cucina_1,PIR,cucina,active,135,1
2024-01-09 22:39:00,S_cucina_1,PIR,cucina,active,137,1
2024-01-09 22:25:00,S_cucina_3,PIR,cucina,active,1063,1
2024-01-10 06:23:00,S_cucina_2,PIR,cucina,active,170,1
2024-01-10 06:43:00,S_camera_letto_2,PIR,camera_letto,active,253,1
2024-01-10 06:08:00,S_bagno_1,PIR,bagno,active,247,1
2024-01-10 06:07:00,S_bagno_3,PIR,bagno,active,128,1
2024-01-10 08:16:00,S_soggiorno_1,PIR,soggiorno,active,72,1
2024-01-10 08:54:00,S_cucina_1,PIR,cucina,active,457,1
2024-01-10 08:44:00,S_soggiorno_3,PIR,soggiorno,active,463,1
2024-01-10 09:19:00,S_camera_letto_2,PIR,camera_letto,active,1027,1
2024-01-10 09:41:00,S_soggiorno_2,PIR,soggiorno,active,126,1
2024-01-10 10:15:00,S_bagno_3,PIR,bagno,active,418,1
2024-01-10 10:03:00,S_camera_letto_2,PIR,camera_letto,active,97,1
2024-01-10 13:23:00,S_soggiorno_1,PIR,soggiorno,active,30,1
2024-01-10 14:09:00,S_cucina_3,PIR,cucina,active,280,1
2024-01-10 14:12:00,S_soggiorno_3,PIR,soggiorno,active,647,1
2024-01-10 14:03:00,S_soggiorno_1,PIR,soggiorno,active,78,1
2024-01-10 15:02:00,S_cucina_1,PIR,cucina,active,83,1
2024-01-10 16:31:00,S_camera_letto_3,PIR,camera_letto,active,162,1
2024-01-10 16:10:00,S_camera_letto_2,PIR,camera_letto,active,30,1
2024-01-10 16:03:00,S_bagno_1,PIR,bagno,active,88,1
2024-01-10 17:53:00,S_camera_letto_1,PIR,camera_letto,active,117,1
2024-01-10 17:53:00,S_bagno_2,PIR,bagno,active,298,1
2024-01-10 17:44:00,S_soggiorno_3,PIR,soggiorno,active,341,1
2024-01-10 17:18:00,S_ingresso_2,PIR,ingresso,active,30,1
2024-01-10 17:14:00,S_cucina_3,PIR,cucina,active,357,1
2024-01-10 18:02:00,S_camera_letto_2,PIR,camera_letto,active,71,1
2024-01-10 18:39:00,S_bagno_2,PIR,bagno,active,30,1
2024-01-10 18:53:00,S_soggiorno_3,PIR,soggiorno,active,492,1
2024-01-10 18:28:00,S_soggiorno_1,PIR,soggiorno,active,881,1
2024-01-10 19:32:00,S_ingresso_3,PIR,ingresso,active,47,1
2024-01-10 19:13:00,S_ingresso_2,PIR,ingresso,active,30,1
2024-01-10 19:46:00,S_bagno_1,PIR,bagno,active,1235,1
2024-01-10 20:57:00,S_bagno_2,PIR,bagno,active,212,1
2024-01-10 20:17:00,S_soggiorno_2,PIR,soggiorno,active,101,1
2024-01-10 21:33:00,S_ingresso_3,PIR,ingresso,active,195,1
2024-01-10 22:54:00,S_camera_letto_3,PIR,camera_letto,active,95,1
2024-01-11 06:16:00,S_cucina_1,PIR,cucina,active,684,1
2024-01-11 07:27:00,S_ingresso_2,PIR,ingresso,active,122,1
2024-01-11 07:10:00,S_cucina_3,PIR,cucina,active,143,1
2024-01-11 07:22:00,S_bagno_1,PIR,bagno,active,393,1
2024-01-11 07:13:00,S_camera_letto_1,PIR,camera_letto,active,316,1
2024-01-11 08:35:00,S_cucina_3,PIR,cucina,active,784,1
2024-01-11 08:46:00,S_soggiorno_1,PIR,soggiorno,active,132,1
2024-01-11 09:22:00,S_camera_letto_1,PIR,camera_letto,active,220,1
2024-01-11 09:50:00,S_camera_letto_3,PIR,camera_letto,active,53,1
2024-01-11 09:13:00,S_camera_letto_2,PIR,camera_letto,active,757,1
2024-01-11 10:01:00,S_cucina_3,PIR,cucina,active,40,1
2024-01-11 11:15:00,S_bagno_1,PIR,bagno,active,30,1
2024-01-11 11:27:00,S_camera_letto_2,PIR,camera_letto,active,484,1
2024-01-11 12:32:00,S_soggiorno_2,PIR,soggiorno,active,99,1
2024-01-11 13:49:00,S_soggiorno_3,PIR,soggiorno,active,160,1
2024-01-11 13:22:00,S_soggiorno_1,PIR,soggiorno,active,365,1
2024-01-11 13:55:00,S_cucina_3,PIR,cucina,active,155,1
2024-01-11 13:28:00,S_ingresso_2,PIR,ingresso,active,30,1
2024-01-11 13:49:00,S_cucina_2,PIR,cucina,active,70,1
2024-01-11 15:52:00,S_soggiorno_1,PIR,soggiorno,active,30,1
2024-01-11 15:54:00,S_cucina_1,PIR,cucina,active,134,1
2024-01-11 15:23:00,S_camera_letto_1,PIR,camera_letto,active,1029,1
2024-01-11 15:15:00,S_bagno_1,PIR,bagno,active,271,1
2024-01-11 16:23:00,S_cucina_3,PIR,cucina,active,404,1
2024-01-11 17:43:00,S_cucina_2,PIR,cucina,active,40,1
2024-01-11 18:03:00,S_camera_letto_1,PIR,camera_letto,active,134,1
2024-01-11 19:59:00,S_cucina_2,PIR,cucina,active,124,1
2024-01-11 20:46:00,S_soggiorno_1,PIR,soggiorno,active,149,1
2024-01-11 20:17:00,S_camera_letto_3,PIR,camera_letto,active,244,1
2024-01-11 20:35:00,S_bagno_2,PIR,bagno,active,68,1
2024-01-11 21:39:00,S_cucina_2,PIR,cucina,active,93,1
2024-01-11 21:50:00,S_soggiorno_1,PIR,soggiorno,active,196,1
2024-01-11 21:13:00,S_camera_letto_3,PIR,camera_letto,active,141,1
2024-01-11 21:36:00,S_soggiorno_1,PIR,soggiorno,active,205,1
2024-01-11 22:10:00,S_cucina_1,PIR,cucina,active,30,1
2024-01-11 22:05:00,S_cucina_2,PIR,cucina,active,773,1
2024-01-11 22:21:00,S_ingresso_3,PIR,ingresso,active,55,1
2024-01-11 22:32:00,S_camera_letto_3,PIR,camera_letto,active,346,1
2024-01-11 22:57:00,S_bagno_3,PIR,bagno,active,30,1
2024-01-12 06:39:00,S_soggiorno_3,PIR,soggiorno,active,89,1
2024-01-12 07:31:00,S_soggiorno_3,PIR,soggiorno,active,115,1
2024-01-12 07:13:00,S_soggiorno_1,PIR,soggiorno,active,1011,1
2024-01-12 08:41:00,S_cucina_3,PIR,cucina,active,170,1
2024-01-12 08:14:00,S_ingresso_2,PIR,ingresso,active,41,1
2024-01-12 08:41:00,S_camera_letto_1,PIR,camera_letto,active,30,1
2024-01-12 08:33:00,S_camera_letto_2,PIR,camera_letto,active,184,1
2024-01-12 09:42:00,S_bagno_2,PIR,bagno,active,532,1
2024-01-12 09:44:00,S_camera_letto_3,PIR,camera_letto,active,99,1
2024-01-12 09:23:00,S_cucina_2,PIR,cucina,active,176,1
2024-01-12 09:21:00,S_camera_letto_2,PIR,camera_letto,active,406,1
2024-01-12 10:56:00,S_cucina_2,PIR,cucina,active,47,1
2024-01-12 10:06:00,S_cucina_3,PIR,cucina,active,30,1
2024-01-12 10:51:00,S_soggiorno_1,PIR,soggiorno,active,30,1
2024-01-12 11:27:00,S_soggiorno_1,PIR,soggiorno,active,1141,1
2024-01-12 11:45:00,S_camera_letto_3,PIR,camera_letto,active,308,1
